"NR_all_97662.1","9LUV|1|D","9LUV|1|D,9LUV|1|C"
"NR_all_99247.2","9MM6|1|A+9MM6|1|E+9MM6|1|I+9MM6|1|M","9MM6|1|A+9MM6|1|E+9MM6|1|I+9MM6|1|M,9MM6|1|Q+9MM6|1|U+9MM6|1|Y+9MM6|1|c,9J3T|1|A+9J3T|1|C+9J3T|1|D+9J3T|1|B,9J3T|1|E+9J3T|1|F+9J3T|1|G+9J3T|1|H,9ISV|1|A,9J3R|1|A+9J3R|1|B+9J3R|1|C+9J3R|1|D,9MMG|1|c"
"NR_all_18537.1","9WHV|1|D","9WHV|1|D"
"NR_all_73165.5","4PRF|1|B","4PRF|1|B,2OJ3|1|B,1VC0|1|B,1SJF|1|B,1VC6|1|B,1VC5|1|B,1SJ4|1|R,1VBZ|1|B,1SJ3|1|R,2OIH|1|B,1VBY|1|B,1VBX|1|B,1DRZ|1|B"
"NR_all_65061.51","8GLP|1|L5+8GLP|1|L8","8GLP|1|L5+8GLP|1|L8,8QYX|1|A2+8QYX|1|C2,8YOO|1|L5+8YOO|1|L8,8QFD|1|5+8QFD|1|8,9SPI|1|L5+9SPI|1|L8,9C3H|1|L5+9C3H|1|L1,8A3D|1|A+8A3D|1|C,9SPF|1|L5+9SPF|1|L8,9PBE|1|L5+9PBE|1|L8,8G5Y|1|L5+8G5Y|1|L8,8YOP|1|L5+8YOP|1|L8,9P7D|1|L5+9P7D|1|L8,8QOI|1|L5+8QOI|1|L8,9P8B|1|L5+9P8B|1|L8,8G5Z|1|L5+8G5Z|1|L8,8JDK|1|D+8JDK|1|F,9P7E|1|L5+9P7E|1|L8,8G60|1|L5+8G60|1|L8,9RPV|1|M5+9RPV|1|M8,9GUL|1|L5+9GUL|1|L8,6ZMI|1|L5+6ZMI|1|L8,9FQZ|1|L5+9FQZ|1|L8,8XSX|1|L5+8XSX|1|L8,8JDL|1|D+8JDL|1|F,9P73|1|L5+9P73|1|L8,8JDJ|1|D+8JDJ|1|F,7F5S|1|L5+7F5S|1|L8,8OJ5|1|5+8OJ5|1|8,8K2C|1|L5+8K2C|1|L8,9P7O|1|L5+9P7O|1|L8,9RPV|1|L5+9RPV|1|L8,9P7Y|1|L5+9P7Y|1|L8,7XNY|1|L1+7XNY|1|L3,9P7C|1|L5+9P7C|1|L8,8FLE|1|L3+8FLE|1|L1,9PA7|1|L5+9PA7|1|L8,6ZM7|1|L5+6ZM7|1|L8,9P9J|1|L5+9P9J|1|L8,9P7A|1|L5+9P7A|1|L8,9P7X|1|L5+9P7X|1|L8,9P9I|1|L5+9P9I|1|L8,8JDM|1|D+8JDM|1|F,7OW7|1|A+7OW7|1|C,7XNX|1|L1+7XNX|1|L3,6QZP|1|L5+6QZP|1|L8,8IFD|1|1A+8IFD|1|1C,8FLB|1|L3+8FLB|1|L1,8FLD|1|L3+8FLD|1|L1,8FL7|1|L3+8FL7|1|L1,9P72|1|L5+9P72|1|L8,9P7K|1|L5+9P7K|1|L8,9P76|1|L5+9P76|1|L8,9P9H|1|L5+9P9H|1|L8,8OHD|1|5+8OHD|1|8,9P78|1|L5+9P78|1|L8,6Y2L|1|L5+6Y2L|1|L8,8G61|1|L5+8G61|1|L8,9P7N|1|L5+9P7N|1|L8,8IFE|1|1A+8IFE|1|1C,6Y6X|1|L5+6Y6X|1|L8,9GMO|1|A+9GMO|1|C,9P7W|1|L5+9P7W|1|L8,6Z6M|1|L5+6Z6M|1|L8,6ZME|1|L5+6ZME|1|L8,9P6Z|1|L5+9P6Z|1|L8,7QVP|1|L5+7QVP|1|L8,8FL2|1|L3+8FL2|1|L1,6ZMO|1|L5+6ZMO|1|L8,9P7L|1|L5+9P7L|1|L8,8FLA|1|L3+8FLA|1|L1,8FL6|1|L3+8FL6|1|L1,9KZU|1|L5+9KZU|1|L8,8FL3|1|L3+8FL3|1|L1,8Y0X|1|L5+8Y0X|1|L8,8UIK|1|L5+8UIK|1|L8,8Y0W|1|L5+8Y0W|1|L8,9B0P|1|L5+9B0P|1|L8,6LQM|1|2+6LQM|1|8,9GY4|1|5+9GY4|1|8,8IDT|1|2+8IDT|1|8,9P9K|1|L5+9P9K|1|L8,8G6J|1|L5+8G6J|1|L8,6Y0G|1|L5+6Y0G|1|L8,9P8H|1|L5+9P8H|1|L8,8INF|1|2+8INF|1|8,8FLF|1|L3+8FLF|1|L1,9N9J|1|L5+9N9J|1|L8,7QVP|1|L6+7QVP|1|L1,8UKB|1|L5+8UKB|1|L8,9I14|1|L5+9I14|1|L8,6OM0|1|t+6OM0|1|D,8XSY|1|L5+8XSY|1|L8,8OJ8|1|5+8OJ8|1|8,9G8M|1|L5+9G8M|1|L8,8OJ0|1|5+8OJ0|1|8,6LSR|1|2+6LSR|1|8,6OLE|1|t+6OLE|1|D,6XA1|1|L5+6XA1|1|L8,6LU8|1|2+6LU8|1|8,8FKV|1|L3+8FKV|1|L1,8FL9|1|L3+8FL9|1|L1,8RL2|1|L5+8RL2|1|L8,9P8C|1|L5+9P8C|1|L8,9P79|1|L5+9P79|1|L8,8FKW|1|L3+8FKW|1|L1,8XSZ|1|L5+8XSZ|1|L8,9KZX|1|L5+9KZX|1|L8,9QIW|1|L5+9QIW|1|L8,8IDY|1|2+8IDY|1|8,7BHP|1|L5+7BHP|1|L8,8FLC|1|L3+8FLC|1|L1,9M0P|1|L5+9M0P|1|L8,6Y57|1|L5+6Y57|1|L8,8INE|1|2+8INE|1|8,6LSS|1|2+6LSS|1|8,8FKY|1|L3+8FKY|1|L1,8FKX|1|L3+8FKX|1|L1,9B0Q|1|l5+9B0Q|1|l8,9PKG|1|L5+9PKG|1|L8,8IPY|1|2+8IPY|1|8,8INK|1|2+8INK|1|8,9B0S|1|l5+9B0S|1|l8,9SYR|1|L1+9SYR|1|L3,8FL4|1|L3+8FL4|1|L1,9B0Q|1|L5+9B0Q|1|L8,4UG0|1|L5+4UG0|1|L8,8IPD|1|2+8IPD|1|8,9P7G|1|L5+9P7G|1|L8,9P7F|1|L5+9P7F|1|L8,8FKQ|1|L3+8FKQ|1|L1,8FKU|1|L3+8FKU|1|L1,8FKS|1|L3+8FKS|1|L1,8FKT|1|L3+8FKT|1|L1,6OLI|1|t+6OLI|1|D,8FKR|1|L3+8FKR|1|L1,9B0S|1|L5+9B0S|1|L8,8IE3|1|2+8IE3|1|8,9P7I|1|L5+9P7I|1|L8,8ONY|1|5,9P7H|1|L5+9P7H|1|L8,8FKP|1|L3+8FKP|1|L1,8IR1|1|2+8IR1|1|8,8IR3|1|2+8IR3|1|8,6IP5|1|1A+6IP5|1|1C,9P8I|1|L5+9P8I|1|L8,9P7J|1|L5+9P7J|1|L8,5T2C|1|A+5T2C|1|C,6W6L|1|t+6W6L|1|D,6OLG|1|A2+6OLG|1|A3,8FKZ|1|L3+8FKZ|1|L1,6IP8|1|1A+6IP8|1|1C,6OLF|1|t+6OLF|1|D,5LKS|1|L5+5LKS|1|L8,6OLZ|1|A2+6OLZ|1|A3,8FL0|1|L3,7ZFW|1|L5,6OM7|1|t+6OM7|1|D,6IP6|1|1A+6IP6|1|1C,4V6X|1|A5+4V6X|1|A8,8IPX|1|2+8IPX|1|8,5A8L|1|A,6SXO|1|L5,9AZC|1|L5+9AZC|1|L8,6Z6N|1|L5+6Z6N|1|L8,6Z6L|1|L5+6Z6L|1|L8,5AJ0|1|A2+5AJ0|1|A3"
"NR_all_30269.1","9WHV|1|F","9WHV|1|F"
"NR_all_82017.1","9WHV|1|H","9WHV|1|H"
"NR_all_50107.1","9XZF|1|D","9XZF|1|D"
"NR_all_85159.1","9YCK|1|C","9YCK|1|C,9YCL|1|F,9YCL|1|C"
"NR_all_09681.2","9IZP|1|B+9IZP|1|C+9IZP|1|D","9IZP|1|B+9IZP|1|C+9IZP|1|D,9IZS|1|B+9IZS|1|D+9IZS|1|C,9IZR|1|B+9IZR|1|C+9IZR|1|D,9IZQ|1|B+9IZQ|1|C+9IZQ|1|D"
"NR_all_27023.3","3LQX|1|B","3LQX|1|B,1HQ1|1|B,2PXE|1|B,2PXD|1|B,2PXT|1|B,2PXB|1|B,2PXF|1|B,2PXL|1|B,2PXP|1|B,2PXV|1|B,2PXK|1|B,2PXU|1|B,2PXQ|1|B,1DUL|1|B"
"NR_all_79189.2","4K4Y|1|J+4K4Y|1|K+4K4Y|1|L","4K4Y|1|J+4K4Y|1|K+4K4Y|1|L,4K4Y|1|F+4K4Y|1|G+4K4Y|1|H,4K4Y|1|B+4K4Y|1|C,4K4Y|1|N+4K4Y|1|O"
"NR_all_78459.2","9J09|1|R+9J09|1|C+9J09|1|D","9J09|1|R+9J09|1|C+9J09|1|D,9UDI|1|R+9UDI|1|C+9UDI|1|D"
"NR_all_36224.1","9J4O|1|A","9J4O|1|A"
"NR_all_17784.1","9YFL|1|I","9YFL|1|I,9YFM|1|I,9YFO|1|I"
"NR_all_78245.3","4K50|1|B+4K50|1|C","4K50|1|B+4K50|1|C,4K50|1|J+4K50|1|K,4K50|1|N+4K50|1|O,4K50|1|F+4K50|1|G"
"NR_all_08425.1","9J6P|1|A+9J6P|1|B","9J6P|1|A+9J6P|1|B"
"NR_all_26899.1","9YRK|1|E+9YRK|1|F","9YRK|1|E+9YRK|1|F,9YRL|1|C"
"NR_all_72481.3","4KJI|1|C","4KJI|1|C,4KJI|1|D"
"NR_all_63413.1","9ZC6|1|A","9ZC6|1|A,9ZBR|1|A"
"NR_all_78931.1","4KNQ|1|B","4KNQ|1|B"
"NR_all_45124.1","9ZC8|1|A+9ZC8|1|B","9ZC8|1|A+9ZC8|1|B"
"NR_all_35479.1","4KQY|1|A","4KQY|1|A"
"NR_all_74759.1","9ZCA|1|B+9ZCA|1|A","9ZCA|1|B+9ZCA|1|A"
"NR_all_24974.3","1DUQ|1|B+1DUQ|1|A","1DUQ|1|B+1DUQ|1|A,1DUQ|1|D+1DUQ|1|C,1DUQ|1|F+1DUQ|1|E,1DUQ|1|H+1DUQ|1|G"
"NR_all_34837.1","9ZCC|1|A+9ZCC|1|B","9ZCC|1|A+9ZCC|1|B"
"NR_all_56977.1","1DZ5|1|C+1DZ5|1|D","1DZ5|1|C+1DZ5|1|D"
"NR_all_53766.1","4KR6|1|D","4KR6|1|D"
"NR_all_43622.3","1E7K|1|C","1E7K|1|C,1E7K|1|D"
"NR_all_59804.1","1E8O|1|E","1E8O|1|E"
"NR_all_31335.1","1E95|1|A","1E95|1|A"
"NR_all_98585.3","4KRF|1|R","4KRF|1|R,8R3Z|1|B"
"NR_all_17006.1","1EBR|1|A","1EBR|1|A"
"NR_all_33413.1","4KTG|1|B+4KTG|1|E","4KTG|1|B+4KTG|1|E"
"NR_all_94113.1","1EC6|1|C","1EC6|1|C"
"NR_all_41718.1","4KYY|1|A+4KYY|1|B","4KYY|1|A+4KYY|1|B"
"NR_all_18165.1","1EFO|1|B+1EFO|1|A","1EFO|1|B+1EFO|1|A"
"NR_all_27557.4","4KZD|1|R","4KZD|1|R,6B14|1|R,6B3K|1|R,4KZE|1|R,4Q9Q|1|R,4Q9R|1|R"
"NR_all_83098.12","8XSX|1|CC","8XSX|1|CC,6ZP4|1|1,8PPL|1|Iw,9YPZ|1|13,9YQ1|1|13,9YQ0|1|13,9YPY|1|13,9SPF|1|Et,8K2C|1|CC,9SPI|1|Et,7QVP|1|B5,8PJ5|1|w,9YPW|1|13,9I14|1|B4,9KRP|1|zy,7A09|1|f,8PJ6|1|w,9YPO|1|13,6Y57|1|B4,8XSZ|1|CC,9KN6|1|zy,9YPG|1|13,9YPS|1|13,9YPT|1|13,8PJ4|1|w,9YPV|1|13,8PJ1|1|w,9M0P|1|S6,4UG0|1|S6,9YPZ|1|11,8PJ2|1|w,9YQ1|1|11,9YQ0|1|11,7TQL|1|3,9YPY|1|11,8PJ3|1|w,9YPV|1|11,5T2C|1|An,9YPS|1|11,9YPW|1|11,9YPO|1|11,9YPT|1|11,8XSZ|1|CD,9YPG|1|11,8XSY|1|CC,6FEC|1|N,4V6X|1|BC,4KZZ|1|j,6QZP|1|S6"
"NR_all_18795.1","9JFS|1|B+9JFS|1|C+9JFS|1|D","9JFS|1|B+9JFS|1|C+9JFS|1|D,9JG3|1|B+9JG3|1|C+9JG3|1|D"
"NR_all_94729.12","4NLF|1|A","4NLF|1|A,5D99|1|A,6Y0Y|1|A,7QP2|1|A,1Q9A|1|A,6ZYB|1|A,4NMG|1|A,3DW4|1|A,3DW6|1|A,4Y27|1|A,7L3R|1|A,7JJE|1|A,4NXH|1|A,3DVZ|1|A,3S7C|1|A,5NQI|1|A,5MRX|1|A,3DW5|1|A,7QSH|1|A,3DW7|1|A,3S8U|1|A,483D|1|A,7JJD|1|A,1MSY|1|A,480D|1|A,6Y0T|1|B,6Y0T|1|A,7JJF|1|A,7M3V|1|A,7EEN|1|A,7EEN|1|B,7EEN|1|D,7EEN|1|C,1JBS|1|D,1JBS|1|C,6ZXZ|1|B,1JBR|1|D,7EEM|1|A,6ZXZ|1|A,6ZXZ|1|C,1JBT|1|C,1JBT|1|D,7EEO|1|A,7EEO|1|B,3EQ3|1|D,3EP2|1|D,3DEG|1|I,1EG0|1|M,3EQ4|1|D,7UCR|1|A"
"NR_all_63561.2","9JGM|1|D","9JGM|1|D,9JGM|1|C,9JGM|1|B,9JGM|1|A"
"NR_all_37329.1","9JSB|1|G","9JSB|1|G"
"NR_all_11526.1","9JSP|1|G+9JSP|1|T","9JSP|1|G+9JSP|1|T"
"NR_all_73845.1","9JWN|1|B+9JWN|1|C+9JWN|1|D","9JWN|1|B+9JWN|1|C+9JWN|1|D"
"NR_all_97546.1","9K1O|1|G+9K1O|1|H","9K1O|1|G+9K1O|1|H"
"NR_all_98836.1","9K1R|1|G+9K1R|1|H","9K1R|1|G+9K1R|1|H"
"NR_all_00681.1","9K4F|1|D+9K4F|1|B+9K4F|1|C","9K4F|1|D+9K4F|1|B+9K4F|1|C,9K4D|1|D+9K4D|1|B+9K4D|1|C,9K4E|1|D,9W7Q|1|D+9W7Q|1|B+9W7Q|1|C,9K4H|1|D+9K4H|1|B+9K4H|1|C,9W7V|1|D+9W7V|1|B+9W7V|1|C,9W7T|1|D+9W7T|1|B+9W7T|1|C,9WAW|1|D+9WAW|1|B+9WAW|1|C,9K4C|1|D+9K4C|1|B+9K4C|1|C,9W7U|1|D+9W7U|1|B+9W7U|1|C,9WAA|1|D+9WAA|1|B+9WAA|1|C,9WA9|1|D+9WA9|1|B+9WA9|1|C,9W9D|1|D+9W9D|1|B+9W9D|1|C"
"NR_all_95221.1","9CRP|1|S+9CRP|1|M","9CRP|1|S+9CRP|1|M,9CP1|1|S+9CP1|1|M,9CP3|1|S+9CP3|1|M,9CP2|1|S+9CP2|1|M,9CRQ|1|S+9CRQ|1|M,9CRO|1|S"
"NR_all_23936.1","9CPD|1|A+9CPD|1|B","9CPD|1|A+9CPD|1|B"
"NR_all_10092.1","9CPI|10|A+9CPI|10|B","9CPI|10|A+9CPI|10|B"
"NR_all_61386.1","9CPO|1|T+9CPO|1|P","9CPO|1|T+9CPO|1|P"
"NR_all_46662.1","9K6P|1|B+9K6P|1|C","9K6P|1|B+9K6P|1|C"
"NR_all_57849.1","9CSR|1|A","9CSR|1|A"
"NR_all_72790.1","9K6R|1|B+9K6R|1|C","9K6R|1|B+9K6R|1|C"
"NR_all_95250.1","9CY7|1|C","9CY7|1|C"
"NR_all_86629.1","9K6T|1|B+9K6T|1|C","9K6T|1|B+9K6T|1|C"
"NR_all_40158.1","9D9O|1|R","9D9O|1|R"
"NR_all_73309.1","9K8O|1|B+9K8O|1|A","9K8O|1|B+9K8O|1|A"
"NR_all_49688.1","9DCH|1|G","9DCH|1|G"
"NR_all_04239.1","9K8O|1|F+9K8O|1|E","9K8O|1|F+9K8O|1|E"
"NR_all_56347.1","9K8P|1|A","9K8P|1|A"
"NR_all_40589.1","9KAD|1|A+9KAD|1|B","9KAD|1|A+9KAD|1|B"
